Date,Council,Deaths_per_LA
2021-03-24,Midlothian,0
2021-03-24,Moray,0
2021-03-24,Na h-Eileanan Siar,0
2021-03-24,North Ayrshire,0
2021-03-24,North Lanarkshire,0
2021-03-24,Orkney Islands,0
2021-03-24,Perth & Kinross,0
2021-03-24,Renfrewshire,0
2021-03-24,Scottish Borders,0
2021-03-24,Shetland Islands,0
2021-03-24,South Ayrshire,0
2021-03-24,South Lanarkshire,0
2021-03-24,Stirling,0
2021-03-24,West Dunbartonshire,0
2021-03-24,West Lothian,0
2021-03-25,Aberdeen City,0
2021-03-25,Aberdeenshire,0
2021-03-25,Angus,0
2021-03-25,Argyll & Bute,0
2021-03-25,City of Edinburgh,0
2021-03-25,Clackmannanshire,0
2021-03-25,Dumfries & Galloway,0
2021-03-25,Dundee City,0
2021-03-25,East Ayrshire,0
2021-03-25,East Dunbartonshire,0
2021-03-25,East Lothian,0
2021-03-25,East Renfrewshire,0
2021-03-25,Falkirk,0
2021-03-25,Fife,0
2021-03-25,Glasgow City,1
2021-03-25,Highland,0
2021-03-25,Inverclyde,0
2021-03-25,Midlothian,0
2021-03-25,Moray,0
2021-03-25,Na h-Eileanan Siar,0
2021-03-25,North Ayrshire,0
2021-03-25,North Lanarkshire,0
2021-03-25,Orkney Islands,0
2021-03-25,Perth & Kinross,0
2021-03-25,Renfrewshire,0
2021-03-25,Scottish Borders,0
2021-03-25,Shetland Islands,0
2021-03-25,South Ayrshire,0
2021-03-25,South Lanarkshire,0
2021-03-25,Stirling,0
2021-03-25,West Dunbartonshire,0
2021-03-25,West Lothian,0
2021-03-26,Aberdeen City,0
2021-03-26,Aberdeenshire,0
2021-03-26,Angus,0
2021-03-26,Argyll & Bute,0
2021-03-26,City of Edinburgh,0
2021-03-26,Clackmannanshire,0
2021-03-26,Dumfries & Galloway,0
2021-03-26,Dundee City,0
2021-03-26,East Ayrshire,0
2021-03-26,East Dunbartonshire,0
2021-03-26,East Lothian,0
2021-03-26,East Renfrewshire,0
2021-03-26,Falkirk,0
2021-03-26,Fife,0
2021-03-26,Glasgow City,1
2021-03-26,Highland,0
2021-03-26,Inverclyde,0
2021-03-26,Midlothian,0
2021-03-26,Moray,0
2021-03-26,Na h-Eileanan Siar,0
2021-03-26,North Ayrshire,0
2021-03-26,North Lanarkshire,0
2021-03-26,Orkney Islands,0
2021-03-26,Perth & Kinross,0
2021-03-26,Renfrewshire,0
2021-03-26,Scottish Borders,0
2021-03-26,Shetland Islands,0
2021-03-26,South Ayrshire,0
2021-03-26,South Lanarkshire,0
2021-03-26,Stirling,0
2021-03-26,West Dunbartonshire,0
2021-03-26,West Lothian,0
2021-03-27,Aberdeen City,0
2021-03-27,Aberdeenshire,0
2021-03-27,Angus,0
2021-03-27,Argyll & Bute,0
2021-03-27,City of Edinburgh,0
2021-03-27,Clackmannanshire,0
2021-03-27,Dumfries & Galloway,0
2021-03-27,Dundee City,0
2021-03-27,East Ayrshire,0
2021-03-27,East Dunbartonshire,0
2021-03-27,East Lothian,0
2021-03-27,East Renfrewshire,0
2021-03-27,Falkirk,0
2021-03-27,Fife,0
2021-03-27,Glasgow City,1
2021-03-27,Highland,0
2021-03-27,Inverclyde,0
2021-03-27,Midlothian,0
2021-03-27,Moray,0
2021-03-27,Na h-Eileanan Siar,0
2021-03-27,North Ayrshire,0
2021-03-27,North Lanarkshire,0
2021-03-27,Orkney Islands,0
2021-03-27,Perth & Kinross,0
2021-03-27,Renfrewshire,0
2021-03-27,Scottish Borders,0
2021-03-27,Shetland Islands,0
2021-03-27,South Ayrshire,0
2021-03-27,South Lanarkshire,0
2021-03-27,Stirling,0
2021-03-27,West Dunbartonshire,0
2021-03-27,West Lothian,0
2021-03-28,Aberdeen City,0
2021-03-28,Aberdeenshire,0
2021-03-28,Angus,0
2021-03-28,Argyll & Bute,0
2021-03-28,City of Edinburgh,0
2021-03-28,Clackmannanshire,0
2021-03-28,Dumfries & Galloway,0
2021-03-28,Dundee City,0
2021-03-28,East Ayrshire,0
2021-03-28,East Dunbartonshire,0
2021-03-28,East Lothian,0
2021-03-28,East Renfrewshire,0
2021-03-28,Falkirk,0
2021-03-28,Fife,0
2021-03-28,Glasgow City,1
2021-03-28,Highland,0
2021-03-28,Inverclyde,0
2021-03-28,Midlothian,0
2021-03-28,Moray,0
2021-03-28,Na h-Eileanan Siar,0
2021-03-28,North Ayrshire,0
2021-03-28,North Lanarkshire,0
2021-03-28,Orkney Islands,0
2021-03-28,Perth & Kinross,0
2021-03-28,Renfrewshire,0
2021-03-28,Scottish Borders,0
2021-03-28,Shetland Islands,0
2021-03-28,South Ayrshire,0
2021-03-28,South Lanarkshire,0
2021-03-28,Stirling,0
2021-03-28,West Dunbartonshire,0
2021-03-28,West Lothian,0
2021-03-29,Aberdeen City,0
2021-03-29,Aberdeenshire,0
2021-03-29,Angus,0
2021-03-29,Argyll & Bute,0
2021-03-29,City of Edinburgh,0
2021-03-29,Clackmannanshire,0
2021-03-29,Dumfries & Galloway,0
2021-03-29,Dundee City,0
2021-03-29,East Ayrshire,0
2021-03-29,East Dunbartonshire,0
2021-03-29,East Lothian,0
2021-03-29,East Renfrewshire,0
2021-03-29,Falkirk,0
2021-03-29,Fife,0
2021-03-29,Glasgow City,1
2021-03-29,Highland,0
2021-03-29,Inverclyde,0
2021-03-29,Midlothian,0
2021-03-29,Moray,0
2021-03-29,Na h-Eileanan Siar,0
2021-03-29,North Ayrshire,0
2021-03-29,North Lanarkshire,0
2021-03-29,Orkney Islands,0
2021-03-29,Perth & Kinross,0
2021-03-29,Renfrewshire,0
2021-03-29,Scottish Borders,0
2021-03-29,Shetland Islands,0
2021-03-29,South Ayrshire,0
2021-03-29,South Lanarkshire,0
2021-03-29,Stirling,0
2021-03-29,West Dunbartonshire,0
2021-03-29,West Lothian,0
2021-03-30,Aberdeen City,0
2021-03-30,Aberdeenshire,0
2021-03-30,Angus,0
2021-03-30,Argyll & Bute,0
2021-03-30,City of Edinburgh,0
2021-03-30,Clackmannanshire,0
2021-03-30,Dumfries & Galloway,0
2021-03-30,Dundee City,0
2021-03-30,East Ayrshire,0
2021-03-30,East Dunbartonshire,0
2021-03-30,East Lothian,0
2021-03-30,East Renfrewshire,0
2021-03-30,Falkirk,0
2021-03-30,Fife,0
2021-03-30,Glasgow City,1
2021-03-30,Highland,0
2021-03-30,Inverclyde,0
2021-03-30,Midlothian,0
2021-03-30,Moray,0
2021-03-30,Na h-Eileanan Siar,0
2021-03-30,North Ayrshire,0
2021-03-30,North Lanarkshire,0
2021-03-30,Orkney Islands,0
2021-03-30,Perth & Kinross,0
2021-03-30,Renfrewshire,0
2021-03-30,Scottish Borders,0
2021-03-30,Shetland Islands,0
2021-03-30,South Ayrshire,0
2021-03-30,South Lanarkshire,0
2021-03-30,Stirling,0
2021-03-30,West Dunbartonshire,0
2021-03-30,West Lothian,0
2021-03-31,Aberdeen City,0
2021-03-31,Aberdeenshire,0
2021-03-31,Angus,0
2021-03-31,Argyll & Bute,0
2021-03-31,City of Edinburgh,0
2021-03-31,Clackmannanshire,0
2021-03-31,Dumfries & Galloway,0
2021-03-31,Dundee City,0
2021-03-31,East Ayrshire,0
2021-03-31,East Dunbartonshire,0
2021-03-31,East Lothian,0
2021-03-31,East Renfrewshire,0
2021-03-31,Falkirk,0
2021-03-31,Fife,0
2021-03-31,Glasgow City,1
2021-03-31,Highland,0
2021-03-31,Inverclyde,0
2021-03-31,Midlothian,0
2021-03-31,Moray,0
2021-03-31,Na h-Eileanan Siar,0
2021-03-31,North Ayrshire,0
2021-03-31,North Lanarkshire,0
2021-03-31,Orkney Islands,0
2021-03-31,Perth & Kinross,0
2021-03-31,Renfrewshire,0
2021-03-31,Scottish Borders,0
2021-03-31,Shetland Islands,0
2021-03-31,South Ayrshire,0
2021-03-31,South Lanarkshire,0
2021-03-31,Stirling,0
2021-03-31,West Dunbartonshire,0
2021-03-31,West Lothian,0
2021-04-01,Aberdeen City,0
2021-04-01,Aberdeenshire,0
2021-04-01,Angus,0
2021-04-01,Argyll & Bute,0
2021-04-01,City of Edinburgh,0
2021-04-01,Clackmannanshire,0
2021-04-01,Dumfries & Galloway,0
2021-04-01,Dundee City,0
2021-04-01,East Ayrshire,0
2021-04-01,East Dunbartonshire,0
2021-04-01,East Lothian,0
2021-04-01,East Renfrewshire,0
2021-04-01,Falkirk,0
2021-04-01,Fife,0
2021-04-01,Glasgow City,1
2021-04-01,Highland,0
2021-04-01,Inverclyde,0
2021-04-01,Midlothian,0
2021-04-01,Moray,0
2021-04-01,Na h-Eileanan Siar,0
2021-04-01,North Ayrshire,0
2021-04-01,North Lanarkshire,1
2021-04-01,Orkney Islands,0
2021-04-01,Perth & Kinross,0
2021-04-01,Renfrewshire,0
2021-04-01,Scottish Borders,0
2021-04-01,Shetland Islands,0
2021-04-01,South Ayrshire,0
2021-04-01,South Lanarkshire,0
2021-04-01,Stirling,0
2021-04-01,West Dunbartonshire,0
2021-04-01,West Lothian,0
2021-04-02,Aberdeen City,0
2021-04-02,Aberdeenshire,0
2021-04-02,Angus,0
2021-04-02,Argyll & Bute,0
2021-04-02,City of Edinburgh,0
2021-04-02,Clackmannanshire,0
2021-04-02,Dumfries & Galloway,0
2021-04-02,Dundee City,0
2021-04-02,East Ayrshire,0
2021-04-02,East Dunbartonshire,0
2021-04-02,East Lothian,0
2021-04-02,East Renfrewshire,0
2021-04-02,Falkirk,0
2021-04-02,Fife,0
2021-04-02,Glasgow City,1
2021-04-02,Highland,0
2021-04-02,Inverclyde,0
2021-04-02,Midlothian,0
2021-04-02,Moray,0
2021-04-02,Na h-Eileanan Siar,0
2021-04-02,North Ayrshire,0
2021-04-02,North Lanarkshire,0
2021-04-02,Orkney Islands,0
2021-04-02,Perth & Kinross,0
2021-04-02,Renfrewshire,0
2021-04-02,Scottish Borders,0
2021-04-02,Shetland Islands,0
2021-04-02,South Ayrshire,0
2021-04-02,South Lanarkshire,0
2021-04-02,Stirling,0
2021-04-02,West Dunbartonshire,0
2021-04-02,West Lothian,0
2021-04-03,Aberdeen City,0
2021-04-03,Aberdeenshire,0
2021-04-03,Angus,0
2021-04-03,Argyll & Bute,0
2021-04-03,City of Edinburgh,0
2021-04-03,Clackmannanshire,0
2021-04-03,Dumfries & Galloway,0
2021-04-03,Dundee City,0
2021-04-03,East Ayrshire,0
2021-04-03,East Dunbartonshire,0
2021-04-03,East Lothian,0
2021-04-03,East Renfrewshire,0
2021-04-03,Falkirk,0
2021-04-03,Fife,0
2021-04-03,Glasgow City,0
2021-04-03,Highland,0
2021-04-03,Inverclyde,0
2021-04-03,Midlothian,0
2021-04-03,Moray,0
2021-04-03,Na h-Eileanan Siar,0
2021-04-03,North Ayrshire,0
2021-04-03,North Lanarkshire,0
2021-04-03,Orkney Islands,0
2021-04-03,Perth & Kinross,0
2021-04-03,Renfrewshire,0
2021-04-03,Scottish Borders,0
2021-04-03,Shetland Islands,0
2021-04-03,South Ayrshire,0
2021-04-03,South Lanarkshire,0
2021-04-03,Stirling,0
2021-04-03,West Dunbartonshire,0
2021-04-03,West Lothian,0
2021-04-04,Aberdeen City,0
2021-04-04,Aberdeenshire,0
2021-04-04,Angus,0
2021-04-04,Argyll & Bute,0
2021-04-04,City of Edinburgh,0
2021-04-04,Clackmannanshire,0
2021-04-04,Dumfries & Galloway,0
2021-04-04,Dundee City,0
2021-04-04,East Ayrshire,0
2021-04-04,East Dunbartonshire,0
2021-04-04,East Lothian,0
2021-04-04,East Renfrewshire,0
2021-04-04,Falkirk,0
2021-04-04,Fife,0
2021-04-04,Glasgow City,0
2021-04-04,Highland,0
2021-04-04,Inverclyde,0
2021-04-04,Midlothian,0
2021-04-04,Moray,0
2021-04-04,Na h-Eileanan Siar,0
2021-04-04,North Ayrshire,0
2021-04-04,North Lanarkshire,0
2021-04-04,Orkney Islands,0
2021-04-04,Perth & Kinross,0
2021-04-04,Renfrewshire,0
2021-04-04,Scottish Borders,0
2021-04-04,Shetland Islands,0
2021-04-04,South Ayrshire,0
2021-04-04,South Lanarkshire,0
2021-04-04,Stirling,0
2021-04-04,West Dunbartonshire,0
2021-04-04,West Lothian,0
2021-04-05,Aberdeen City,0
2021-04-05,Aberdeenshire,0
2021-04-05,Angus,0
2021-04-05,Argyll & Bute,0
2021-04-05,City of Edinburgh,0
2021-04-05,Clackmannanshire,0
2021-04-05,Dumfries & Galloway,0
2021-04-05,Dundee City,0
2021-04-05,East Ayrshire,0
2021-04-05,East Dunbartonshire,0
2021-04-05,East Lothian,0
2021-04-05,East Renfrewshire,0
2021-04-05,Falkirk,0
2021-04-05,Fife,0
2021-04-05,Glasgow City,0
2021-04-05,Highland,0
2021-04-05,Inverclyde,0
2021-04-05,Midlothian,0
2021-04-05,Moray,0
2021-04-05,Na h-Eileanan Siar,0
2021-04-05,North Ayrshire,0
2021-04-05,North Lanarkshire,0
2021-04-05,Orkney Islands,0
2021-04-05,Perth & Kinross,0
2021-04-05,Renfrewshire,0
2021-04-05,Scottish Borders,0
2021-04-05,Shetland Islands,0
2021-04-05,South Ayrshire,0
2021-04-05,South Lanarkshire,0
2021-04-05,Stirling,0
2021-04-05,West Dunbartonshire,0
2021-04-05,West Lothian,0
2021-04-06,Aberdeen City,0
2021-04-06,Aberdeenshire,0
2021-04-06,Angus,0
2021-04-06,Argyll & Bute,0
2021-04-06,City of Edinburgh,0
2021-04-06,Clackmannanshire,0
2021-04-06,Dumfries & Galloway,0
2021-04-06,Dundee City,0
2021-04-06,East Ayrshire,0
2021-04-06,East Dunbartonshire,0
2021-04-06,East Lothian,0
2021-04-06,East Renfrewshire,0
2021-04-06,Falkirk,0
2021-04-06,Fife,0
2021-04-06,Glasgow City,0
2021-04-06,Highland,0
2021-04-06,Inverclyde,0
2021-04-06,Midlothian,0
2021-04-06,Moray,0
2021-04-06,Na h-Eileanan Siar,0
2021-04-06,North Ayrshire,0
2021-04-06,North Lanarkshire,0
2021-04-06,Orkney Islands,0
2021-04-06,Perth & Kinross,0
2021-04-06,Renfrewshire,0
2021-04-06,Scottish Borders,0
2021-04-06,Shetland Islands,0
2021-04-06,South Ayrshire,0
2021-04-06,South Lanarkshire,0
2021-04-06,Stirling,0
2021-04-06,West Dunbartonshire,0
2021-04-06,West Lothian,0
2021-04-07,Aberdeen City,0
2021-04-07,Aberdeenshire,0
2021-04-07,Angus,0
2021-04-07,Argyll & Bute,0
2021-04-07,City of Edinburgh,0
2021-04-07,Clackmannanshire,0
2021-04-07,Dumfries & Galloway,0
2021-04-07,Dundee City,0
2021-04-07,East Ayrshire,0
2021-04-07,East Dunbartonshire,0
2021-04-07,East Lothian,0
2021-04-07,East Renfrewshire,0
2021-04-07,Falkirk,0
2021-04-07,Fife,0
2021-04-07,Glasgow City,0
2021-04-07,Highland,0
2021-04-07,Inverclyde,0
2021-04-07,Midlothian,0
2021-04-07,Moray,0
2021-04-07,Na h-Eileanan Siar,0
2021-04-07,North Ayrshire,0
2021-04-07,North Lanarkshire,0
2021-04-07,Orkney Islands,0
2021-04-07,Perth & Kinross,0
2021-04-07,Renfrewshire,0
2021-04-07,Scottish Borders,0
2021-04-07,Shetland Islands,0
2021-04-07,South Ayrshire,0
2021-04-07,South Lanarkshire,0
2021-04-07,Stirling,0
2021-04-07,West Dunbartonshire,0
2021-04-07,West Lothian,0
2021-04-08,Aberdeen City,0
2021-04-08,Aberdeenshire,0
2021-04-08,Angus,0
2021-04-08,Argyll & Bute,0
2021-04-08,City of Edinburgh,0
2021-04-08,Clackmannanshire,0
2021-04-08,Dumfries & Galloway,0
2021-04-08,Dundee City,0
2021-04-08,East Ayrshire,0
2021-04-08,East Dunbartonshire,0
2021-04-08,East Lothian,0
2021-04-08,East Renfrewshire,0
2021-04-08,Falkirk,0
2021-04-08,Fife,0
2021-04-08,Glasgow City,0
2021-04-08,Highland,0
2021-04-08,Inverclyde,0
2021-04-08,Midlothian,0
2021-04-08,Moray,0
2021-04-08,Na h-Eileanan Siar,0
2021-04-08,North Ayrshire,0
2021-04-08,North Lanarkshire,0
2021-04-08,Orkney Islands,0
2021-04-08,Perth & Kinross,0
2021-04-08,Renfrewshire,0
2021-04-08,Scottish Borders,0
2021-04-08,Shetland Islands,0
2021-04-08,South Ayrshire,0
2021-04-08,South Lanarkshire,0
2021-04-08,Stirling,0
2021-04-08,West Dunbartonshire,0
2021-04-08,West Lothian,0
2021-04-09,Aberdeen City,0
2021-04-09,Aberdeenshire,0
2021-04-09,Angus,0
2021-04-09,Argyll & Bute,0
2021-04-09,City of Edinburgh,0
2021-04-09,Clackmannanshire,0
2021-04-09,Dumfries & Galloway,0
2021-04-09,Dundee City,0
2021-04-09,East Ayrshire,0
2021-04-09,East Dunbartonshire,0
2021-04-09,East Lothian,0
2021-04-09,East Renfrewshire,0
2021-04-09,Falkirk,0
2021-04-09,Fife,0
2021-04-09,Glasgow City,0
2021-04-09,Highland,0
2021-04-09,Inverclyde,0
2021-04-09,Midlothian,0
2021-04-09,Moray,0
2021-04-09,Na h-Eileanan Siar,0
2021-04-09,North Ayrshire,0
2021-04-09,North Lanarkshire,0
2021-04-09,Orkney Islands,0
2021-04-09,Perth & Kinross,0
2021-04-09,Renfrewshire,0
2021-04-09,Scottish Borders,0
2021-04-09,Shetland Islands,0
2021-04-09,South Ayrshire,0
2021-04-09,South Lanarkshire,0
2021-04-09,Stirling,0
2021-04-09,West Dunbartonshire,0
2021-04-09,West Lothian,0
2021-04-10,Aberdeen City,0
2021-04-10,Aberdeenshire,0
2021-04-10,Angus,0
2021-04-10,Argyll & Bute,0
2021-04-10,City of Edinburgh,0
2021-04-10,Clackmannanshire,0
2021-04-10,Dumfries & Galloway,0
2021-04-10,Dundee City,0
2021-04-10,East Ayrshire,0
2021-04-10,East Dunbartonshire,0
2021-04-10,East Lothian,0
2021-04-10,East Renfrewshire,0
2021-04-10,Falkirk,0
2021-04-10,Fife,0
2021-04-10,Glasgow City,0
2021-04-10,Highland,0
2021-04-10,Inverclyde,0
2021-04-10,Midlothian,0
2021-04-10,Moray,0
2021-04-10,Na h-Eileanan Siar,0
2021-04-10,North Ayrshire,0
2021-04-10,North Lanarkshire,0
2021-04-10,Orkney Islands,0
2021-04-10,Perth & Kinross,0
2021-04-10,Renfrewshire,0
2021-04-10,Scottish Borders,0
2021-04-10,Shetland Islands,0
2021-04-10,South Ayrshire,0
2021-04-10,South Lanarkshire,0
2021-04-10,Stirling,0
2021-04-10,West Dunbartonshire,0
2021-04-10,West Lothian,0
2021-04-11,Aberdeen City,0
2021-04-11,Aberdeenshire,0
2021-04-11,Angus,0
2021-04-11,Argyll & Bute,0
2021-04-11,City of Edinburgh,0
2021-04-11,Clackmannanshire,0
2021-04-11,Dumfries & Galloway,0
2021-04-11,Dundee City,0
2021-04-11,East Ayrshire,0
2021-04-11,East Dunbartonshire,0
2021-04-11,East Lothian,0
2021-04-11,East Renfrewshire,0
2021-04-11,Falkirk,0
2021-04-11,Fife,0
2021-04-11,Glasgow City,0
2021-04-11,Highland,0
2021-04-11,Inverclyde,0
2021-04-11,Midlothian,0
2021-04-11,Moray,0
2021-04-11,Na h-Eileanan Siar,0
2021-04-11,North Ayrshire,0
2021-04-11,North Lanarkshire,0
2021-04-11,Orkney Islands,0
2021-04-11,Perth & Kinross,0
2021-04-11,Renfrewshire,0
2021-04-11,Scottish Borders,0
2021-04-11,Shetland Islands,0
2021-04-11,South Ayrshire,0
2021-04-11,South Lanarkshire,0
2021-04-11,Stirling,0
2021-04-11,West Dunbartonshire,0
2021-04-11,West Lothian,0
2021-04-12,Aberdeen City,0
2021-04-12,Aberdeenshire,0
2021-04-12,Angus,0
2021-04-12,Argyll & Bute,0
2021-04-12,City of Edinburgh,0
2021-04-12,Clackmannanshire,0
2021-04-12,Dumfries & Galloway,0
2021-04-12,Dundee City,0
2021-04-12,East Ayrshire,0
2021-04-12,East Dunbartonshire,0
2021-04-12,East Lothian,0
2021-04-12,East Renfrewshire,0
2021-04-12,Falkirk,0
2021-04-12,Fife,0
2021-04-12,Glasgow City,0
2021-04-12,Highland,0
2021-04-12,Inverclyde,0
2021-04-12,Midlothian,0
2021-04-12,Moray,0
2021-04-12,Na h-Eileanan Siar,0
2021-04-12,North Ayrshire,0
2021-04-12,North Lanarkshire,0
2021-04-12,Orkney Islands,0
2021-04-12,Perth & Kinross,0
2021-04-12,Renfrewshire,0
2021-04-12,Scottish Borders,0
2021-04-12,Shetland Islands,0
2021-04-12,South Ayrshire,0
2021-04-12,South Lanarkshire,0
2021-04-12,Stirling,0
2021-04-12,West Dunbartonshire,0
2021-04-12,West Lothian,0
2021-04-13,Aberdeen City,0
2021-04-13,Aberdeenshire,0
2021-04-13,Angus,0
2021-04-13,Argyll & Bute,0
2021-04-13,City of Edinburgh,0
2021-04-13,Clackmannanshire,0
2021-04-13,Dumfries & Galloway,0
2021-04-13,Dundee City,0
2021-04-13,East Ayrshire,0
2021-04-13,East Dunbartonshire,0
2021-04-13,East Lothian,0
2021-04-13,East Renfrewshire,0
2021-04-13,Falkirk,0
2021-04-13,Fife,0
2021-04-13,Glasgow City,0
2021-04-13,Highland,0
2021-04-13,Inverclyde,0
2021-04-13,Midlothian,0
2021-04-13,Moray,0
2021-04-13,Na h-Eileanan Siar,0
2021-04-13,North Ayrshire,0
2021-04-13,North Lanarkshire,1
2021-04-13,Orkney Islands,0
2021-04-13,Perth & Kinross,0
2021-04-13,Renfrewshire,0
2021-04-13,Scottish Borders,0
2021-04-13,Shetland Islands,0
2021-04-13,South Ayrshire,0
2021-04-13,South Lanarkshire,0
2021-04-13,Stirling,0
2021-04-13,West Dunbartonshire,0
2021-04-13,West Lothian,0
2021-04-14,Aberdeen City,0
2021-04-14,Aberdeenshire,0
2021-04-14,Angus,0
2021-04-14,Argyll & Bute,0
2021-04-14,City of Edinburgh,0
2021-04-14,Clackmannanshire,0
2021-04-14,Dumfries & Galloway,0
2021-04-14,Dundee City,0
2021-04-14,East Ayrshire,0
2021-04-14,East Dunbartonshire,0
2021-04-14,East Lothian,0
2021-04-14,East Renfrewshire,0
2021-04-14,Falkirk,0
2021-04-14,Fife,0
2021-04-14,Glasgow City,0
2021-04-14,Highland,0
2021-04-14,Inverclyde,0
2021-04-14,Midlothian,0
2021-04-14,Moray,0
2021-04-14,Na h-Eileanan Siar,0
2021-04-14,North Ayrshire,0
2021-04-14,North Lanarkshire,1
2021-04-14,Orkney Islands,0
2021-04-14,Perth & Kinross,0
2021-04-14,Renfrewshire,0
2021-04-14,Scottish Borders,0
2021-04-14,Shetland Islands,0
2021-04-14,South Ayrshire,0
2021-04-14,South Lanarkshire,0
2021-04-14,Stirling,0
2021-04-14,West Dunbartonshire,0
2021-04-14,West Lothian,0
2021-04-15,Aberdeen City,0
2021-04-15,Aberdeenshire,0
2021-04-15,Angus,0
2021-04-15,Argyll & Bute,0
2021-04-15,City of Edinburgh,0
2021-04-15,Clackmannanshire,0
2021-04-15,Dumfries & Galloway,0
2021-04-15,Dundee City,0
2021-04-15,East Ayrshire,0
2021-04-15,East Dunbartonshire,0
2021-04-15,East Lothian,0
2021-04-15,East Renfrewshire,0
2021-04-15,Falkirk,0
2021-04-15,Fife,0
2021-04-15,Glasgow City,0
2021-04-15,Highland,0
2021-04-15,Inverclyde,0
2021-04-15,Midlothian,0
2021-04-15,Moray,0
2021-04-15,Na h-Eileanan Siar,0
2021-04-15,North Ayrshire,0
2021-04-15,North Lanarkshire,1
2021-04-15,Orkney Islands,0
2021-04-15,Perth & Kinross,0
2021-04-15,Renfrewshire,0
2021-04-15,Scottish Borders,0
2021-04-15,Shetland Islands,0
2021-04-15,South Ayrshire,0
2021-04-15,South Lanarkshire,0
2021-04-15,Stirling,0
2021-04-15,West Dunbartonshire,0
2021-04-15,West Lothian,0
2021-04-16,Aberdeen City,0
2021-04-16,Aberdeenshire,0
2021-04-16,Angus,0
2021-04-16,Argyll & Bute,0
2021-04-16,City of Edinburgh,0
2021-04-16,Clackmannanshire,0
2021-04-16,Dumfries & Galloway,0
2021-04-16,Dundee City,0
2021-04-16,East Ayrshire,0
2021-04-16,East Dunbartonshire,0
2021-04-16,East Lothian,0
2021-04-16,East Renfrewshire,0
2021-04-16,Falkirk,0
2021-04-16,Fife,0
2021-04-16,Glasgow City,0
2021-04-16,Highland,0
2021-04-16,Inverclyde,0
2021-04-16,Midlothian,0
2021-04-16,Moray,0
2021-04-16,Na h-Eileanan Siar,0
2021-04-16,North Ayrshire,0
2021-04-16,North Lanarkshire,0
2021-04-16,Orkney Islands,0
2021-04-16,Perth & Kinross,0
2021-04-16,Renfrewshire,0
2021-04-16,Scottish Borders,0
2021-04-16,Shetland Islands,0
2021-04-16,South Ayrshire,0
2021-04-16,South Lanarkshire,0
2021-04-16,Stirling,0
2021-04-16,West Dunbartonshire,0
2021-04-16,West Lothian,0
2021-04-17,Aberdeen City,0
2021-04-17,Aberdeenshire,0
2021-04-17,Angus,0
2021-04-17,Argyll & Bute,0
2021-04-17,City of Edinburgh,0
2021-04-17,Clackmannanshire,0
2021-04-17,Dumfries & Galloway,0
2021-04-17,Dundee City,0
2021-04-17,East Ayrshire,0
2021-04-17,East Dunbartonshire,0
2021-04-17,East Lothian,0
2021-04-17,East Renfrewshire,0
2021-04-17,Falkirk,0
2021-04-17,Fife,0
2021-04-17,Glasgow City,0
2021-04-17,Highland,0
2021-04-17,Inverclyde,0
2021-04-17,Midlothian,0
2021-04-17,Moray,0
2021-04-17,Na h-Eileanan Siar,0
2021-04-17,North Ayrshire,0
2021-04-17,North Lanarkshire,0
2021-04-17,Orkney Islands,0
2021-04-17,Perth & Kinross,0
2021-04-17,Renfrewshire,0
2021-04-17,Scottish Borders,0
2021-04-17,Shetland Islands,0
2021-04-17,South Ayrshire,0
2021-04-17,South Lanarkshire,0
2021-04-17,Stirling,0
2021-04-17,West Dunbartonshire,0
2021-04-17,West Lothian,0
2021-04-18,Aberdeen City,0
2021-04-18,Aberdeenshire,0
2021-04-18,Angus,0
2021-04-18,Argyll & Bute,0
2021-04-18,City of Edinburgh,0
2021-04-18,Clackmannanshire,0
2021-04-18,Dumfries & Galloway,0
2021-04-18,Dundee City,0
2021-04-18,East Ayrshire,0
2021-04-18,East Dunbartonshire,0
2021-04-18,East Lothian,0
2021-04-18,East Renfrewshire,0
2021-04-18,Falkirk,0
2021-04-18,Fife,0
2021-04-18,Glasgow City,0
2021-04-18,Highland,0
2021-04-18,Inverclyde,0
2021-04-18,Midlothian,0
2021-04-18,Moray,0
2021-04-18,Na h-Eileanan Siar,0
2021-04-18,North Ayrshire,0
2021-04-18,North Lanarkshire,0
2021-04-18,Orkney Islands,0
2021-04-18,Perth & Kinross,0
2021-04-18,Renfrewshire,0
2021-04-18,Scottish Borders,0
2021-04-18,Shetland Islands,0
2021-04-18,South Ayrshire,0
2021-04-18,South Lanarkshire,0
2021-04-18,Stirling,0
2021-04-18,West Dunbartonshire,0
2021-04-18,West Lothian,0
2021-04-19,Aberdeen City,0
2021-04-19,Aberdeenshire,0
2021-04-19,Angus,0
2021-04-19,Argyll & Bute,0
2021-04-19,City of Edinburgh,0
2021-04-19,Clackmannanshire,0
2021-04-19,Dumfries & Galloway,0
2021-04-19,Dundee City,0
2021-04-19,East Ayrshire,0
2021-04-19,East Dunbartonshire,0
2021-04-19,East Lothian,0
2021-04-19,East Renfrewshire,0
2021-04-19,Falkirk,0
2021-04-19,Fife,0
2021-04-19,Glasgow City,0
2021-04-19,Highland,0
2021-04-19,Inverclyde,0
2021-04-19,Midlothian,0
2021-04-19,Moray,0
2021-04-19,Na h-Eileanan Siar,0
2021-04-19,North Ayrshire,0
2021-04-19,North Lanarkshire,0
2021-04-19,Orkney Islands,0
2021-04-19,Perth & Kinross,0
