Date,Council,Vaccinations_per_LA
2021-05-18,East Lothian,51908
2021-05-18,East Renfrewshire,40557
2021-05-18,Falkirk,79027
2021-05-18,Fife,174018
2021-05-18,Glasgow City,235044
2021-05-18,Highland,124926
2021-05-18,Inverclyde,36074
2021-05-18,Midlothian,42194
2021-05-18,Moray,48156
2021-05-18,Na h-Eileanan Siar,16836
2021-05-18,North Ayrshire,62305
2021-05-18,North Lanarkshire,167802
2021-05-18,Orkney Islands,12562
2021-05-18,Perth and Kinross,76559
2021-05-18,Renfrewshire,77845
2021-05-18,Scottish Borders,64345
2021-05-18,Shetland Islands,13927
2021-05-18,South Ayrshire,54953
2021-05-18,South Lanarkshire,171180
2021-05-18,Stirling,38458
2021-05-18,West Dunbartonshire,39337
2021-05-18,West Lothian,81466
2021-05-19,Aberdeen City,94195
2021-05-19,Aberdeenshire,134253
2021-05-19,Angus,59639
2021-05-19,Argyll and Bute,51006
2021-05-19,City of Edinburgh,191989
2021-05-19,Clackmannanshire,25085
2021-05-19,Dumfries and Galloway,89967
2021-05-19,Dundee City,66216
2021-05-19,East Ayrshire,54276
2021-05-19,East Dunbartonshire,51293
2021-05-19,East Lothian,51847
2021-05-19,East Renfrewshire,40820
2021-05-19,Falkirk,78920
2021-05-19,Fife,173698
2021-05-19,Glasgow City,236384
2021-05-19,Highland,124452
2021-05-19,Inverclyde,36230
2021-05-19,Midlothian,41992
2021-05-19,Moray,48009
2021-05-19,Na h-Eileanan Siar,16788
2021-05-19,North Ayrshire,62459
2021-05-19,North Lanarkshire,167710
2021-05-19,Orkney Islands,12648
2021-05-19,Perth and Kinross,76770
2021-05-19,Renfrewshire,77841
2021-05-19,Scottish Borders,64100
2021-05-19,Shetland Islands,13800
2021-05-19,South Ayrshire,55258
2021-05-19,South Lanarkshire,172000
2021-05-19,Stirling,38468
2021-05-19,West Dunbartonshire,39374
2021-05-19,West Lothian,82273
2021-05-20,Aberdeen City,94102
2021-05-20,Aberdeenshire,133487
2021-05-20,Angus,59988
2021-05-20,Argyll and Bute,51060
2021-05-20,City of Edinburgh,192662
2021-05-20,Clackmannanshire,25183
2021-05-20,Dumfries and Galloway,89662
2021-05-20,Dundee City,66336
2021-05-20,East Ayrshire,54238
2021-05-20,East Dunbartonshire,51842
2021-05-20,East Lothian,51732
2021-05-20,East Renfrewshire,41267
2021-05-20,Falkirk,78835
2021-05-20,Fife,173495
2021-05-20,Glasgow City,238220
2021-05-20,Highland,124007
2021-05-20,Inverclyde,36392
2021-05-20,Midlothian,41865
2021-05-20,Moray,47911
2021-05-20,Na h-Eileanan Siar,16829
2021-05-20,North Ayrshire,62780
2021-05-20,North Lanarkshire,167592
2021-05-20,Orkney Islands,12727
2021-05-20,Perth and Kinross,77108
2021-05-20,Renfrewshire,78258
2021-05-20,Scottish Borders,63897
2021-05-20,Shetland Islands,13637
2021-05-20,South Ayrshire,55572
2021-05-20,South Lanarkshire,172850
2021-05-20,Stirling,38758
2021-05-20,West Dunbartonshire,39584
2021-05-20,West Lothian,82891
2021-05-21,Aberdeen City,94167
2021-05-21,Aberdeenshire,133092
2021-05-21,Angus,60339
2021-05-21,Argyll and Bute,51123
2021-05-21,City of Edinburgh,193486
2021-05-21,Clackmannanshire,25318
2021-05-21,Dumfries and Galloway,89627
2021-05-21,Dundee City,66491
2021-05-21,East Ayrshire,54583
2021-05-21,East Dunbartonshire,52544
2021-05-21,East Lothian,51611
2021-05-21,East Renfrewshire,42025
2021-05-21,Falkirk,78811
2021-05-21,Fife,173560
2021-05-21,Glasgow City,240046
2021-05-21,Highland,123968
2021-05-21,Inverclyde,36675
2021-05-21,Midlothian,41778
2021-05-21,Moray,47877
2021-05-21,Na h-Eileanan Siar,16923
2021-05-21,North Ayrshire,63213
2021-05-21,North Lanarkshire,167631
2021-05-21,Orkney Islands,12777
2021-05-21,Perth and Kinross,77576
2021-05-21,Renfrewshire,79043
2021-05-21,Scottish Borders,63805
2021-05-21,Shetland Islands,13526
2021-05-21,South Ayrshire,55945
2021-05-21,South Lanarkshire,173526
2021-05-21,Stirling,39284
2021-05-21,West Dunbartonshire,39872
2021-05-21,West Lothian,83337
2021-05-22,Aberdeen City,94670
2021-05-22,Aberdeenshire,133152
2021-05-22,Angus,60829
2021-05-22,Argyll and Bute,51338
2021-05-22,City of Edinburgh,194561
2021-05-22,Clackmannanshire,25590
2021-05-22,Dumfries and Galloway,89794
2021-05-22,Dundee City,66684
2021-05-22,East Ayrshire,55082
2021-05-22,East Dunbartonshire,53345
2021-05-22,East Lothian,51622
2021-05-22,East Renfrewshire,42896
2021-05-22,Falkirk,78956
2021-05-22,Fife,174119
2021-05-22,Glasgow City,242008
2021-05-22,Highland,124317
2021-05-22,Inverclyde,37123
2021-05-22,Midlothian,41754
2021-05-22,Moray,47972
2021-05-22,Na h-Eileanan Siar,17064
2021-05-22,North Ayrshire,63935
2021-05-22,North Lanarkshire,167867
2021-05-22,Orkney Islands,12864
2021-05-22,Perth and Kinross,78300
2021-05-22,Renfrewshire,80167
2021-05-22,Scottish Borders,63924
2021-05-22,Shetland Islands,13420
2021-05-22,South Ayrshire,56282
2021-05-22,South Lanarkshire,173976
2021-05-22,Stirling,40024
2021-05-22,West Dunbartonshire,40166
2021-05-22,West Lothian,83740
2021-05-23,Aberdeen City,95311
2021-05-23,Aberdeenshire,133537
2021-05-23,Angus,61213
2021-05-23,Argyll and Bute,51334
2021-05-23,City of Edinburgh,195374
2021-05-23,Clackmannanshire,25740
2021-05-23,Dumfries and Galloway,89880
2021-05-23,Dundee City,66621
2021-05-23,East Ayrshire,55734
2021-05-23,East Dunbartonshire,54214
2021-05-23,East Lothian,51485
2021-05-23,East Renfrewshire,43714
2021-05-23,Falkirk,79189
2021-05-23,Fife,175295
2021-05-23,Glasgow City,243858
2021-05-23,Highland,124563
2021-05-23,Inverclyde,37432
2021-05-23,Midlothian,41864
2021-05-23,Moray,48135
2021-05-23,Na h-Eileanan Siar,17227
2021-05-23,North Ayrshire,64697
2021-05-23,North Lanarkshire,168199
2021-05-23,Orkney Islands,12991
2021-05-23,Perth and Kinross,79008
2021-05-23,Renfrewshire,81169
2021-05-23,Scottish Borders,63967
2021-05-23,Shetland Islands,13350
2021-05-23,South Ayrshire,56751
2021-05-23,South Lanarkshire,174260
2021-05-23,Stirling,40676
2021-05-23,West Dunbartonshire,40490
2021-05-23,West Lothian,84014
2021-05-24,Aberdeen City,96077
2021-05-24,Aberdeenshire,134252
2021-05-24,Angus,61584
2021-05-24,Argyll and Bute,51313
2021-05-24,City of Edinburgh,196088
2021-05-24,Clackmannanshire,25949
2021-05-24,Dumfries and Galloway,89945
2021-05-24,Dundee City,66410
2021-05-24,East Ayrshire,56332
2021-05-24,East Dunbartonshire,55176
2021-05-24,East Lothian,51397
2021-05-24,East Renfrewshire,44533
2021-05-24,Falkirk,79517
2021-05-24,Fife,177156
2021-05-24,Glasgow City,245725
2021-05-24,Highland,124859
2021-05-24,Inverclyde,37759
2021-05-24,Midlothian,42131
2021-05-24,Moray,48464
2021-05-24,Na h-Eileanan Siar,17419
2021-05-24,North Ayrshire,65455
2021-05-24,North Lanarkshire,168368
2021-05-24,Orkney Islands,13134
2021-05-24,Perth and Kinross,79586
2021-05-24,Renfrewshire,82235
2021-05-24,Scottish Borders,64030
2021-05-24,Shetland Islands,13330
2021-05-24,South Ayrshire,57233
2021-05-24,South Lanarkshire,174145
2021-05-24,Stirling,41410
2021-05-24,West Dunbartonshire,40934
2021-05-24,West Lothian,84341
2021-05-25,Aberdeen City,96904
2021-05-25,Aberdeenshire,135204
2021-05-25,Angus,61873
2021-05-25,Argyll and Bute,51243
2021-05-25,City of Edinburgh,196503
2021-05-25,Clackmannanshire,26213
2021-05-25,Dumfries and Galloway,89871
2021-05-25,Dundee City,66098
2021-05-25,East Ayrshire,56892
2021-05-25,East Dunbartonshire,56047
2021-05-25,East Lothian,51337
2021-05-25,East Renfrewshire,45349
2021-05-25,Falkirk,80040
2021-05-25,Fife,178997
2021-05-25,Glasgow City,247397
2021-05-25,Highland,125270
2021-05-25,Inverclyde,38034
2021-05-25,Midlothian,42416
2021-05-25,Moray,48875
2021-05-25,Na h-Eileanan Siar,17625
2021-05-25,North Ayrshire,66040
2021-05-25,North Lanarkshire,168480
2021-05-25,Orkney Islands,13240
2021-05-25,Perth and Kinross,80044
2021-05-25,Renfrewshire,83237
2021-05-25,Scottish Borders,64080
2021-05-25,Shetland Islands,13356
2021-05-25,South Ayrshire,57674
2021-05-25,South Lanarkshire,173726
2021-05-25,Stirling,42161
2021-05-25,West Dunbartonshire,41344
2021-05-25,West Lothian,84525
2021-05-26,Aberdeen City,97762
2021-05-26,Aberdeenshire,136434
2021-05-26,Angus,62068
2021-05-26,Argyll and Bute,51215
2021-05-26,City of Edinburgh,196798
2021-05-26,Clackmannanshire,26511
2021-05-26,Dumfries and Galloway,89624
2021-05-26,Dundee City,65798
2021-05-26,East Ayrshire,57374
2021-05-26,East Dunbartonshire,56845
2021-05-26,East Lothian,51284
2021-05-26,East Renfrewshire,46004
2021-05-26,Falkirk,80750
2021-05-26,Fife,181029
2021-05-26,Glasgow City,248847
2021-05-26,Highland,125640
2021-05-26,Inverclyde,38254
2021-05-26,Midlothian,42786
2021-05-26,Moray,49336
2021-05-26,Na h-Eileanan Siar,17815
2021-05-26,North Ayrshire,66502
2021-05-26,North Lanarkshire,168857
2021-05-26,Orkney Islands,13352
2021-05-26,Perth and Kinross,80518
2021-05-26,Renfrewshire,84182
2021-05-26,Scottish Borders,64038
2021-05-26,Shetland Islands,13428
2021-05-26,South Ayrshire,57993
2021-05-26,South Lanarkshire,172899
2021-05-26,Stirling,42794
2021-05-26,West Dunbartonshire,41747
2021-05-26,West Lothian,84604
2021-05-27,Aberdeen City,98498
2021-05-27,Aberdeenshire,137800
2021-05-27,Angus,62345
2021-05-27,Argyll and Bute,51230
2021-05-27,City of Edinburgh,196842
2021-05-27,Clackmannanshire,26793
2021-05-27,Dumfries and Galloway,89290
2021-05-27,Dundee City,65533
2021-05-27,East Ayrshire,57858
2021-05-27,East Dunbartonshire,57489
2021-05-27,East Lothian,51354
2021-05-27,East Renfrewshire,46586
2021-05-27,Falkirk,81634
2021-05-27,Fife,183166
2021-05-27,Glasgow City,250200
2021-05-27,Highland,126089
2021-05-27,Inverclyde,38525
2021-05-27,Midlothian,43208
2021-05-27,Moray,49802
2021-05-27,Na h-Eileanan Siar,18047
2021-05-27,North Ayrshire,66866
2021-05-27,North Lanarkshire,169269
2021-05-27,Orkney Islands,13472
2021-05-27,Perth and Kinross,81017
2021-05-27,Renfrewshire,85086
2021-05-27,Scottish Borders,63876
2021-05-27,Shetland Islands,13501
2021-05-27,South Ayrshire,58137
2021-05-27,South Lanarkshire,171714
2021-05-27,Stirling,43244
2021-05-27,West Dunbartonshire,42033
2021-05-27,West Lothian,84692
2021-05-28,Aberdeen City,99140
2021-05-28,Aberdeenshire,139159
2021-05-28,Angus,62577
2021-05-28,Argyll and Bute,51339
2021-05-28,City of Edinburgh,196539
2021-05-28,Clackmannanshire,27017
2021-05-28,Dumfries and Galloway,88896
2021-05-28,Dundee City,65310
2021-05-28,East Ayrshire,58179
2021-05-28,East Dunbartonshire,58110
2021-05-28,East Lothian,51566
2021-05-28,East Renfrewshire,47075
2021-05-28,Falkirk,82605
2021-05-28,Fife,185456
2021-05-28,Glasgow City,251216
2021-05-28,Highland,126405
2021-05-28,Inverclyde,38785
2021-05-28,Midlothian,43620
2021-05-28,Moray,50290
2021-05-28,Na h-Eileanan Siar,18171
2021-05-28,North Ayrshire,67129
2021-05-28,North Lanarkshire,169628
2021-05-28,Orkney Islands,13609
2021-05-28,Perth and Kinross,81429
2021-05-28,Renfrewshire,85976
2021-05-28,Scottish Borders,63569
2021-05-28,Shetland Islands,13628
2021-05-28,South Ayrshire,58172
2021-05-28,South Lanarkshire,170222
2021-05-28,Stirling,43627
2021-05-28,West Dunbartonshire,42391
2021-05-28,West Lothian,84880
2021-05-29,Aberdeen City,99755
2021-05-29,Aberdeenshire,140449
2021-05-29,Angus,62653
2021-05-29,Argyll and Bute,51424
2021-05-29,City of Edinburgh,196010
2021-05-29,Clackmannanshire,27216
2021-05-29,Dumfries and Galloway,88468
2021-05-29,Dundee City,65153
2021-05-29,East Ayrshire,58501
2021-05-29,East Dunbartonshire,58625
2021-05-29,East Lothian,51814
2021-05-29,East Renfrewshire,47408
2021-05-29,Falkirk,83563
2021-05-29,Fife,187595
2021-05-29,Glasgow City,251906
2021-05-29,Highland,126724
2021-05-29,Inverclyde,38976
2021-05-29,Midlothian,43987
2021-05-29,Moray,50693
2021-05-29,Na h-Eileanan Siar,18268
2021-05-29,North Ayrshire,67070
2021-05-29,North Lanarkshire,169577
2021-05-29,Orkney Islands,13686
2021-05-29,Perth and Kinross,81800
2021-05-29,Renfrewshire,86627
2021-05-29,Scottish Borders,63141
2021-05-29,Shetland Islands,13809
2021-05-29,South Ayrshire,58186
2021-05-29,South Lanarkshire,168363
2021-05-29,Stirling,43922
2021-05-29,West Dunbartonshire,42741
2021-05-29,West Lothian,85140
2021-05-30,Aberdeen City,100339
2021-05-30,Aberdeenshire,141660
2021-05-30,Angus,62830
2021-05-30,Argyll and Bute,51721
2021-05-30,City of Edinburgh,195497
2021-05-30,Clackmannanshire,27361
2021-05-30,Dumfries and Galloway,87963
2021-05-30,Dundee City,65199
2021-05-30,East Ayrshire,58742
2021-05-30,East Dunbartonshire,58988
2021-05-30,East Lothian,52096
2021-05-30,East Renfrewshire,47729
2021-05-30,Falkirk,84433
2021-05-30,Fife,189446
2021-05-30,Glasgow City,252363
2021-05-30,Highland,127356
2021-05-30,Inverclyde,39243
2021-05-30,Midlothian,44184
2021-05-30,Moray,51179
2021-05-30,Na h-Eileanan Siar,18333
2021-05-30,North Ayrshire,66980
2021-05-30,North Lanarkshire,169198
2021-05-30,Orkney Islands,13661
2021-05-30,Perth and Kinross,82111
2021-05-30,Renfrewshire,87199
2021-05-30,Scottish Borders,62722
2021-05-30,Shetland Islands,13990
2021-05-30,South Ayrshire,58203
2021-05-30,South Lanarkshire,166542
2021-05-30,Stirling,44231
2021-05-30,West Dunbartonshire,43086
2021-05-30,West Lothian,85381
2021-05-31,Aberdeen City,100896
2021-05-31,Aberdeenshire,142815
2021-05-31,Angus,63085
2021-05-31,Argyll and Bute,52015
2021-05-31,City of Edinburgh,195150
2021-05-31,Clackmannanshire,27456
2021-05-31,Dumfries and Galloway,87479
2021-05-31,Dundee City,65387
2021-05-31,East Ayrshire,58971
2021-05-31,East Dunbartonshire,59118
2021-05-31,East Lothian,52363
2021-05-31,East Renfrewshire,47991
2021-05-31,Falkirk,85125
2021-05-31,Fife,190897
2021-05-31,Glasgow City,252694
2021-05-31,Highland,127994
2021-05-31,Inverclyde,39395
2021-05-31,Midlothian,44276
2021-05-31,Moray,51666
2021-05-31,Na h-Eileanan Siar,18341
2021-05-31,North Ayrshire,66783
2021-05-31,North Lanarkshire,168591
2021-05-31,Orkney Islands,13570
2021-05-31,Perth and Kinross,82451
2021-05-31,Renfrewshire,87675
2021-05-31,Scottish Borders,62275
2021-05-31,Shetland Islands,14149
2021-05-31,South Ayrshire,58250
2021-05-31,South Lanarkshire,164965
2021-05-31,Stirling,44447
2021-05-31,West Dunbartonshire,43280
2021-05-31,West Lothian,85529
2021-06-01,Aberdeen City,101452
2021-06-01,Aberdeenshire,143742
2021-06-01,Angus,63408
2021-06-01,Argyll and Bute,52459
2021-06-01,City of Edinburgh,195264
2021-06-01,Clackmannanshire,27598
2021-06-01,Dumfries and Galloway,87340
2021-06-01,Dundee City,65667
2021-06-01,East Ayrshire,59297
2021-06-01,East Dunbartonshire,59162
2021-06-01,East Lothian,52604
2021-06-01,East Renfrewshire,48154
2021-06-01,Falkirk,85646
2021-06-01,Fife,192280
2021-06-01,Glasgow City,252994
2021-06-01,Highland,128650
2021-06-01,Inverclyde,39525
2021-06-01,Midlothian,44236
2021-06-01,Moray,52183
2021-06-01,Na h-Eileanan Siar,18343
2021-06-01,North Ayrshire,66394
2021-06-01,North Lanarkshire,167506
2021-06-01,Orkney Islands,13500
2021-06-01,Perth and Kinross,82858
2021-06-01,Renfrewshire,88104
2021-06-01,Scottish Borders,61705
2021-06-01,Shetland Islands,14372
2021-06-01,South Ayrshire,58478
2021-06-01,South Lanarkshire,163590
2021-06-01,Stirling,44699
2021-06-01,West Dunbartonshire,43414
2021-06-01,West Lothian,85703
2021-06-02,Aberdeen City,102064
2021-06-02,Aberdeenshire,144309
2021-06-02,Angus,63663
2021-06-02,Argyll and Bute,52845
2021-06-02,City of Edinburgh,195709
2021-06-02,Clackmannanshire,27793
2021-06-02,Dumfries and Galloway,87375
2021-06-02,Dundee City,65993
2021-06-02,East Ayrshire,59692
2021-06-02,East Dunbartonshire,59216
2021-06-02,East Lothian,52772
2021-06-02,East Renfrewshire,48412
2021-06-02,Falkirk,86073
2021-06-02,Fife,193478
2021-06-02,Glasgow City,253207
2021-06-02,Highland,129261
2021-06-02,Inverclyde,39631
2021-06-02,Midlothian,44027
2021-06-02,Moray,52821
2021-06-02,Na h-Eileanan Siar,18348
2021-06-02,North Ayrshire,66034
2021-06-02,North Lanarkshire,166195
2021-06-02,Orkney Islands,13414
2021-06-02,Perth and Kinross,83209
2021-06-02,Renfrewshire,88475
2021-06-02,Scottish Borders,61186
2021-06-02,Shetland Islands,14656
2021-06-02,South Ayrshire,58978
2021-06-02,South Lanarkshire,162613
2021-06-02,Stirling,45074
2021-06-02,West Dunbartonshire,43545
2021-06-02,West Lothian,85844
2021-06-03,Aberdeen City,102742
2021-06-03,Aberdeenshire,144633
2021-06-03,Angus,63884
2021-06-03,Argyll and Bute,53138
2021-06-03,City of Edinburgh,196540
2021-06-03,Clackmannanshire,28000
2021-06-03,Dumfries and Galloway,87473
2021-06-03,Dundee City,66334
2021-06-03,East Ayrshire,59946
2021-06-03,East Dunbartonshire,59273
2021-06-03,East Lothian,52880
2021-06-03,East Renfrewshire,48597
2021-06-03,Falkirk,86406
2021-06-03,Fife,194523
2021-06-03,Glasgow City,253309
2021-06-03,Highland,129730
2021-06-03,Inverclyde,39751
2021-06-03,Midlothian,43735
2021-06-03,Moray,53711
2021-06-03,Na h-Eileanan Siar,18346
2021-06-03,North Ayrshire,65909
2021-06-03,North Lanarkshire,164861
2021-06-03,Orkney Islands,13326
2021-06-03,Perth and Kinross,83490
2021-06-03,Renfrewshire,88620
2021-06-03,Scottish Borders,60771
2021-06-03,Shetland Islands,14907
2021-06-03,South Ayrshire,59504
2021-06-03,South Lanarkshire,162108
2021-06-03,Stirling,45563
2021-06-03,West Dunbartonshire,43788
2021-06-03,West Lothian,85867
2021-06-04,Aberdeen City,103427
2021-06-04,Aberdeenshire,144919
2021-06-04,Angus,64109
2021-06-04,Argyll and Bute,53179
2021-06-04,City of Edinburgh,197703
2021-06-04,Clackmannanshire,28253
2021-06-04,Dumfries and Galloway,87439
2021-06-04,Dundee City,66658
2021-06-04,East Ayrshire,60120
2021-06-04,East Dunbartonshire,59314
2021-06-04,East Lothian,52846
2021-06-04,East Renfrewshire,48751
2021-06-04,Falkirk,86758
2021-06-04,Fife,195388
2021-06-04,Glasgow City,253673
2021-06-04,Highland,130233
2021-06-04,Inverclyde,39755
2021-06-04,Midlothian,43452
2021-06-04,Moray,54692
2021-06-04,Na h-Eileanan Siar,18353
2021-06-04,North Ayrshire,66026
2021-06-04,North Lanarkshire,163715
2021-06-04,Orkney Islands,13223
2021-06-04,Perth and Kinross,83844
2021-06-04,Renfrewshire,88612
2021-06-04,Scottish Borders,60615
2021-06-04,Shetland Islands,15066
2021-06-04,South Ayrshire,59895
2021-06-04,South Lanarkshire,161963
2021-06-04,Stirling,45954
2021-06-04,West Dunbartonshire,43897
2021-06-04,West Lothian,85783
2021-06-05,Aberdeen City,104020
2021-06-05,Aberdeenshire,145310
2021-06-05,Angus,64437
2021-06-05,Argyll and Bute,53280
2021-06-05,City of Edinburgh,199260
2021-06-05,Clackmannanshire,28432
2021-06-05,Dumfries and Galloway,87480
2021-06-05,Dundee City,66946
2021-06-05,East Ayrshire,60351
2021-06-05,East Dunbartonshire,59474
2021-06-05,East Lothian,52734
2021-06-05,East Renfrewshire,48934
2021-06-05,Falkirk,87117
2021-06-05,Fife,196050
2021-06-05,Glasgow City,254189
2021-06-05,Highland,130298
2021-06-05,Inverclyde,39836
2021-06-05,Midlothian,43144
2021-06-05,Moray,55834
2021-06-05,Na h-Eileanan Siar,18360
2021-06-05,North Ayrshire,66548
2021-06-05,North Lanarkshire,163112
2021-06-05,Orkney Islands,13110
2021-06-05,Perth and Kinross,84200
2021-06-05,Renfrewshire,88675
2021-06-05,Scottish Borders,60613
2021-06-05,Shetland Islands,15188
2021-06-05,South Ayrshire,60290
2021-06-05,South Lanarkshire,162474
2021-06-05,Stirling,46388
2021-06-05,West Dunbartonshire,44008
2021-06-05,West Lothian,85606
2021-06-06,Aberdeen City,104652
2021-06-06,Aberdeenshire,145771
2021-06-06,Angus,64759
2021-06-06,Argyll and Bute,53283
2021-06-06,City of Edinburgh,200950
2021-06-06,Clackmannanshire,28633
2021-06-06,Dumfries and Galloway,87663
2021-06-06,Dundee City,67122
2021-06-06,East Ayrshire,60806
2021-06-06,East Dunbartonshire,59709
2021-06-06,East Lothian,52593
2021-06-06,East Renfrewshire,49121
2021-06-06,Falkirk,87458
2021-06-06,Fife,196624
2021-06-06,Glasgow City,254745
2021-06-06,Highland,130083
2021-06-06,Inverclyde,39885
2021-06-06,Midlothian,42958
2021-06-06,Moray,56967
2021-06-06,Na h-Eileanan Siar,18306
2021-06-06,North Ayrshire,67269
2021-06-06,North Lanarkshire,162998
2021-06-06,Orkney Islands,13102
2021-06-06,Perth and Kinross,84578
2021-06-06,Renfrewshire,88839
2021-06-06,Scottish Borders,60653
2021-06-06,Shetland Islands,15210
2021-06-06,South Ayrshire,60477
2021-06-06,South Lanarkshire,163306
2021-06-06,Stirling,46941
2021-06-06,West Dunbartonshire,44065
2021-06-06,West Lothian,85437
2021-06-07,Aberdeen City,105275
2021-06-07,Aberdeenshire,146170
2021-06-07,Angus,65049
2021-06-07,Argyll and Bute,53247
2021-06-07,City of Edinburgh,202834
2021-06-07,Clackmannanshire,28873
2021-06-07,Dumfries and Galloway,87846
2021-06-07,Dundee City,67277
2021-06-07,East Ayrshire,61354
2021-06-07,East Dunbartonshire,59979
2021-06-07,East Lothian,52481
2021-06-07,East Renfrewshire,49412
2021-06-07,Falkirk,87942
2021-06-07,Fife,197183
2021-06-07,Glasgow City,255447
2021-06-07,Highland,129814
2021-06-07,Inverclyde,40060
2021-06-07,Midlothian,42811
2021-06-07,Moray,58124
2021-06-07,Na h-Eileanan Siar,18243
2021-06-07,North Ayrshire,68126
2021-06-07,North Lanarkshire,163432
2021-06-07,Orkney Islands,13137
2021-06-07,Perth and Kinross,84937
2021-06-07,Renfrewshire,89050
2021-06-07,Scottish Borders,60702
2021-06-07,Shetland Islands,15188
2021-06-07,South Ayrshire,60624
2021-06-07,South Lanarkshire,164585
2021-06-07,Stirling,47587
2021-06-07,West Dunbartonshire,44186
2021-06-07,West Lothian,85424
2021-06-08,Aberdeen City,105936
2021-06-08,Aberdeenshire,146655
2021-06-08,Angus,65296
2021-06-08,Argyll and Bute,53132
2021-06-08,City of Edinburgh,204807
2021-06-08,Clackmannanshire,29068
2021-06-08,Dumfries and Galloway,87911
2021-06-08,Dundee City,67454
2021-06-08,East Ayrshire,61860
2021-06-08,East Dunbartonshire,60317
2021-06-08,East Lothian,52524
2021-06-08,East Renfrewshire,49729
2021-06-08,Falkirk,88435
2021-06-08,Fife,197950
2021-06-08,Glasgow City,256110
2021-06-08,Highland,129416
2021-06-08,Inverclyde,40266
2021-06-08,Midlothian,42757
2021-06-08,Moray,59261
2021-06-08,Na h-Eileanan Siar,18187
2021-06-08,North Ayrshire,69029
2021-06-08,North Lanarkshire,164515
2021-06-08,Orkney Islands,13161
2021-06-08,Perth and Kinross,85227
2021-06-08,Renfrewshire,89189
2021-06-08,Scottish Borders,61076
2021-06-08,Shetland Islands,15136
2021-06-08,South Ayrshire,60766
2021-06-08,South Lanarkshire,166104
2021-06-08,Stirling,48155
2021-06-08,West Dunbartonshire,44283
2021-06-08,West Lothian,85706
2021-06-09,Aberdeen City,106545
2021-06-09,Aberdeenshire,147389
2021-06-09,Angus,65534
2021-06-09,Argyll and Bute,53004
2021-06-09,City of Edinburgh,206937
2021-06-09,Clackmannanshire,29212
2021-06-09,Dumfries and Galloway,88047
2021-06-09,Dundee City,67563
2021-06-09,East Ayrshire,62357
2021-06-09,East Dunbartonshire,60650
2021-06-09,East Lothian,52715
2021-06-09,East Renfrewshire,49943
2021-06-09,Falkirk,88951
2021-06-09,Fife,198930
2021-06-09,Glasgow City,257112
2021-06-09,Highland,128943
2021-06-09,Inverclyde,40353
2021-06-09,Midlothian,42824
2021-06-09,Moray,60374
2021-06-09,Na h-Eileanan Siar,18216
2021-06-09,North Ayrshire,70081
2021-06-09,North Lanarkshire,166039
2021-06-09,Orkney Islands,13196
2021-06-09,Perth and Kinross,85512
2021-06-09,Renfrewshire,89386
2021-06-09,Scottish Borders,61625
2021-06-09,Shetland Islands,15022
2021-06-09,South Ayrshire,60817
2021-06-09,South Lanarkshire,167681
2021-06-09,Stirling,48689
2021-06-09,West Dunbartonshire,44404
2021-06-09,West Lothian,86231
2021-06-10,Aberdeen City,107206
2021-06-10,Aberdeenshire,148265
2021-06-10,Angus,65746
2021-06-10,Argyll and Bute,52829
2021-06-10,City of Edinburgh,209252
2021-06-10,Clackmannanshire,29349
2021-06-10,Dumfries and Galloway,88169
2021-06-10,Dundee City,67655
2021-06-10,East Ayrshire,62892
2021-06-10,East Dunbartonshire,61063
2021-06-10,East Lothian,53032
2021-06-10,East Renfrewshire,50188
2021-06-10,Falkirk,89459
2021-06-10,Fife,199974
2021-06-10,Glasgow City,258497
2021-06-10,Highland,128436
2021-06-10,Inverclyde,40394
2021-06-10,Midlothian,42909
2021-06-10,Moray,61349
2021-06-10,Na h-Eileanan Siar,18134
2021-06-10,North Ayrshire,71116
2021-06-10,North Lanarkshire,167819
2021-06-10,Orkney Islands,13235
2021-06-10,Perth and Kinross,85802
2021-06-10,Renfrewshire,89590
2021-06-10,Scottish Borders,62182
2021-06-10,Shetland Islands,14942
2021-06-10,South Ayrshire,61007
2021-06-10,South Lanarkshire,169284
2021-06-10,Stirling,49140
2021-06-10,West Dunbartonshire,44496
2021-06-10,West Lothian,87080
2021-06-11,Aberdeen City,107795
2021-06-11,Aberdeenshire,149150
2021-06-11,Angus,65883
2021-06-11,Argyll and Bute,52803
2021-06-11,City of Edinburgh,211743
2021-06-11,Clackmannanshire,29466
2021-06-11,Dumfries and Galloway,88358
2021-06-11,Dundee City,67725
2021-06-11,East Ayrshire,63437
2021-06-11,East Dunbartonshire,61403
2021-06-11,East Lothian,53474
2021-06-11,East Renfrewshire,50414
2021-06-11,Falkirk,89852
2021-06-11,Fife,201123
2021-06-11,Glasgow City,260164
2021-06-11,Highland,127932
2021-06-11,Inverclyde,40553
2021-06-11,Midlothian,43053
2021-06-11,Moray,62288
2021-06-11,Na h-Eileanan Siar,17974
2021-06-11,North Ayrshire,72149
2021-06-11,North Lanarkshire,169361
2021-06-11,Orkney Islands,13286
2021-06-11,Perth and Kinross,86046
2021-06-11,Renfrewshire,89879
2021-06-11,Scottish Borders,62673
2021-06-11,Shetland Islands,14867
2021-06-11,South Ayrshire,61460
2021-06-11,South Lanarkshire,170801
2021-06-11,Stirling,49606
2021-06-11,West Dunbartonshire,44720
2021-06-11,West Lothian,88104
2021-06-12,Aberdeen City,108292
2021-06-12,Aberdeenshire,150051
